time,Q_cfs,Cape_GH_ft,shift_ft,GH_pred_ft
2018-07-01 00:00:00,407000,29.79,-0.25,28.6760693359375
2018-07-01 00:30:00,407000,29.8,-0.25,28.6855908203125
2018-07-01 01:00:00,407000,29.79,-0.25,28.6760693359375
2018-07-01 01:30:00,407000,29.8,,29.2742138671875
2018-07-01 02:00:00,406000,29.77,-0.25,28.7510595703125
